          18
 -0.51918197     -0.44496089       1.4709444    
 -0.95071697      -1.0420634      -5.6455956    
 -0.51918197     -0.44496089       1.4709444    
 -0.47150701      -1.2631447      -4.0578194    
 -0.51918197     -0.44496089       1.4709444    
  -1.0584687      0.18780266      -3.8055289    
 -0.51918197     -0.44496089       1.4709444    
  -1.0965375     -0.26630428      -1.0992795    
 -0.51918197     -0.44496089       1.4709444    
 -0.77911139      0.35743758     -0.13687500    
 -0.51918197     -0.44496089       1.4709444    
  -1.1109675      7.02614635E-02  0.81974530    
 -0.51918197     -0.44496089       1.4709444    
  -1.3908519     -0.80435556       2.8955562    
 -0.51918197     -0.44496089       1.4709444    
 -0.29765043     -0.55963218       3.1190944    
 -0.51918197     -0.44496089       1.4709444    
 -0.87334490      0.49720502       3.2899849    
 -0.51918197     -0.44496089       1.4709444    
 -0.43742850      -1.3526055       5.8415637    
 -0.51918197     -0.44496089       1.4709444    
  0.43199241      -1.0806081       6.2911172    
 -0.51918197     -0.44496089       1.4709444    
 -0.75892496     -0.35582650       6.3427048    
   2.9487541      0.44496089      -1.4709444    
   3.0222733       1.3797253      -4.2992458    
   2.9487541      0.44496089      -1.4709444    
   2.9772937       1.3707204      -3.4934652    
   2.9487541      0.44496089      -1.4709444    
   2.5572040     -0.44964758      -1.9500022    
   2.9487541      0.44496089      -1.4709444    
   2.9331038      0.77042681     -0.96637338    
   2.9487541      0.44496089      -1.4709444    
   3.8232009      0.56035316       3.7277119    
   2.9487541      0.44496089      -1.4709444    
   2.8586414       1.4586816       4.6992311    
          18
   2.3447495      -1.1076856      0.37725601    
   2.2815716     -0.90749609      -4.4835138    
   2.3447495      -1.1076856      0.37725601    
   3.1456940      -1.8018245      -4.3863878    
   2.3447495      -1.1076856      0.37725601    
   2.1301270      -1.4210176      -3.1803410    
   2.3447495      -1.1076856      0.37725601    
   1.2930039     -0.84298962      -3.0021989    
   2.3447495      -1.1076856      0.37725601    
   2.7397153      -1.2344693      -1.6745120    
   2.3447495      -1.1076856      0.37725601    
   3.1131420      -1.4885848      0.61068189    
   2.3447495      -1.1076856      0.37725601    
   2.9218082     -0.81013376       2.2262027    
   2.3447495      -1.1076856      0.37725601    
   2.8372793     -0.23057322       2.3593092    
   2.3447495      -1.1076856      0.37725601    
   2.7195325     -0.97203112       2.7012913    
   2.3447495      -1.1076856      0.37725601    
   2.0944686     -0.15723094       3.9445026    
   2.3447495      -1.1076856      0.37725601    
