 1 199
 event,miss,iscat,jscat= 1 0 17 12
 event,miss,iscat,jscat= 1 0 69 20
     1   -0.078    0.001      0.034  0.010     0.23     0.07     0.50     0.54
    -2   -0.213    0.107      1.060  0.006     0.24     0.06     0.20     0.25
     1   -0.019   -0.021      0.545  0.010     0.18     0.07     0.52     0.59
    -2   -0.272    0.130      0.549  0.006     0.17     0.09     0.53     0.59
 event,miss,iscat,jscat= 1 0 41 6
     1    0.164    0.122     -0.054  0.010    -0.31    -0.54    -0.28     0.33
    -2   -0.276    0.190     -0.347  0.006    -0.06    -0.34    -0.20     0.52
     1   -0.064    0.269      0.010  0.010    -0.09    -0.37    -0.35     0.62
    -2   -0.049    0.042     -0.411  0.006    -0.12    -0.30    -0.28     0.62
 event,miss,iscat,jscat= 1 0 34 9
     2    0.389    0.098      0.073  0.006    -0.02    -0.47    -0.10     0.52
     3   -0.237   -0.137      0.332  0.199     0.13    -0.35     0.03     0.57
     2   -0.225   -0.199      0.050  0.006     0.08    -0.44    -0.08     0.62
     3    0.377    0.160      0.355  0.199     0.10    -0.37     0.07     0.62
 event,miss,iscat,jscat= 1 0 51 10
    -2    0.046    0.230      0.007  0.006     0.25    -0.38     0.20     0.39
    -2    0.021   -0.059      0.131  0.006     0.24     0.02    -0.05     0.28
    -2    0.031    0.164      0.229  0.006     0.30    -0.15     0.21     0.63
    -2    0.036    0.007     -0.090  0.006     0.29    -0.12     0.26     0.63
 event,miss,iscat,jscat= 1 0 54 47
     1   -0.093    0.040      0.085  0.010     0.06     0.61    -0.39     0.46
    -2   -0.182   -0.061     -0.169  0.006     0.12     0.60    -0.04     0.38
     1   -0.180    0.006     -0.177  0.010    -0.07     0.67    -0.27     0.64
    -2   -0.095   -0.028      0.092  0.006    -0.07     0.54    -0.21     0.64
 event,miss,iscat,jscat= 1 0 62 10
     2   -0.051    0.174      0.007  0.006     0.48    -0.42     0.28     0.44
    -2    0.036    0.007     -0.090  0.006     0.29    -0.12     0.26     0.63
     2   -0.035    0.117     -0.144  0.006     0.41    -0.17     0.29     0.70
    -2    0.020    0.064      0.060  0.006     0.32    -0.12     0.19     0.70
 event,miss,iscat,jscat= 1 0 53 17
     2    0.021   -0.207     -0.161  0.006     0.05     0.61    -0.34     0.46
    -2   -0.277    0.283     -0.213  0.006     0.27     0.06    -0.14     0.28
     2   -0.193    0.259     -0.402  0.006     0.07     0.40    -0.51     0.73
    -2   -0.063   -0.184      0.029  0.006    -0.01     0.34    -0.35     0.73
 event,miss,iscat,jscat= 1 0 81 58
    -2   -0.036   -0.288      0.575  0.006    -0.21    -0.62     0.66     0.69
     2    0.229    0.089      0.744  0.006    -0.35    -0.69     0.38     0.42
    -2   -0.035    0.079      0.033  0.006    -0.22    -0.66     0.74     0.78
     2    0.228   -0.277      1.285  0.006    -0.25    -0.65     0.72     0.78
 event,miss,iscat,jscat= 1 0 34 33
     2   -0.225   -0.199      0.050  0.006     0.08    -0.44    -0.08     0.62
    -3   -0.045   -0.315     -0.068  0.199     0.05    -0.40     0.17     0.57
     2   -0.081   -0.177     -0.134  0.006    -0.05    -0.56    -0.05     0.80
    -3   -0.189   -0.337      0.116  0.199     0.02    -0.59     0.12     0.80
 event,miss,iscat,jscat= 1 0 17 3
    -2   -0.063   -0.184      0.029  0.006    -0.01     0.34    -0.35     0.73
     2    0.641    0.009     -0.351  0.006    -0.82     0.08    -0.08     0.16
    -2    0.233   -0.218     -0.455  0.006    -0.08     0.13    -0.32     0.96
     2    0.345    0.043      0.132  0.006    -0.12     0.09    -0.47     0.96
 event,miss,iscat,jscat= 1 0 41 3
     1   -0.064    0.269      0.010  0.010    -0.09    -0.37    -0.35     0.62
     2    0.345    0.043      0.132  0.006    -0.12     0.09    -0.47     0.96
     1   -0.011   -0.041      0.184  0.010    -0.18     0.00    -0.34     1.01
     2    0.292    0.353     -0.041  0.006    -0.08     0.09    -0.45     1.01
 event,miss,iscat,jscat= 1 0 94 76
     2   -0.076   -0.283     -0.824  0.006    -0.80     0.00    -0.95     0.96
    -1    0.590   -0.293     -5.501  0.010    -0.84     0.00    -0.61     0.62
     2    0.628   -0.279     -3.159  0.006    -0.80    -0.01    -0.99     1.01
    -1   -0.114   -0.298     -3.166  0.010    -0.80    -0.02    -0.99     1.01
 event,miss,iscat,jscat= 1 0 17 3
    -2    0.233   -0.218     -0.455  0.006    -0.08     0.13    -0.32     0.96
     2    0.292    0.353     -0.041  0.006    -0.08     0.09    -0.45     1.01
    -2    0.199    0.093      0.167  0.006    -0.04     0.09    -0.40     1.06
     2    0.326    0.043     -0.663  0.006    -0.05     0.13    -0.45     1.06
 event,miss,iscat,jscat= 1 0 70 16
     1    0.157   -0.544     -1.073  0.010     0.17     0.44    -0.49     0.56
    -1   -0.015    0.061     -0.727  0.010     0.28     0.03    -0.14     0.25
     1    0.148   -0.561     -1.763  0.010     0.26     0.12    -1.12     1.27
    -1   -0.006    0.078     -0.038  0.010     0.26     0.12    -1.15     1.27
 event,miss,iscat,jscat= 1 0 108 67
     1   -0.012    0.008     -0.017  0.010     0.25     0.02     1.24     1.25
     2   -0.227    0.088      2.112  0.006     0.23     0.07     0.50     0.54
     1    0.072   -0.074      0.239  0.010     0.23     0.04     1.22     1.29
     2   -0.312    0.170      1.857  0.006     0.15     0.10     1.25     1.29
 event,miss,iscat,jscat= 1 0 71 16
    -2    0.133   -0.169     -0.462  0.006     0.17     0.44    -0.49     0.56
    -1   -0.006    0.078     -0.038  0.010     0.26     0.12    -1.15     1.27
    -2   -0.090   -0.050     -0.122  0.006     0.37     0.19    -1.18     1.31
    -1    0.217   -0.041     -0.378  0.010     0.26     0.16    -1.17     1.31
 event,miss,iscat,jscat= 1 0 71 12
    -2   -0.090   -0.050     -0.122  0.006     0.37     0.19    -1.18     1.31
     2    0.064   -0.021     -0.392  0.006     0.24     0.07    -0.17     0.30
    -2   -0.061    0.056     -0.177  0.006     0.34     0.18    -1.22     1.36
     2    0.036   -0.126     -0.337  0.006     0.41     0.01    -1.21     1.36
 event,miss,iscat,jscat= 1 0 62 17
     2   -0.035    0.117     -0.144  0.006     0.41    -0.17     0.29     0.70
    -2    0.199    0.093      0.167  0.006    -0.04     0.09    -0.40     1.06
     2   -0.085    0.059     -0.104  0.006     0.28     0.26    -0.23     1.39
    -2    0.249    0.152      0.127  0.006     0.20     0.21    -0.19     1.39
 event,miss,iscat,jscat= 1 0 71 16
    -2   -0.061    0.056     -0.177  0.006     0.34     0.18    -1.22     1.36
    -1    0.217   -0.041     -0.378  0.010     0.26     0.16    -1.17     1.31
    -2    0.005    0.118     -0.275  0.006     0.33     0.19    -1.27     1.41
    -1    0.150   -0.103     -0.280  0.010     0.31     0.15    -1.26     1.41
 event,miss,iscat,jscat= 1 0 14 6
     3   -0.297    0.167     -0.517  0.199     0.28    -0.50    -0.18     0.25
    -2   -0.049    0.042     -0.411  0.006    -0.12    -0.30    -0.28     0.62
     3   -0.179    0.099     -0.332  0.199    -0.30    -0.17    -1.20     1.53
    -2   -0.166    0.110     -0.596  0.006    -0.23    -0.21    -1.17     1.53
 event,miss,iscat,jscat= 1 0 119 52
    -1   -0.161    0.196     -0.637  0.010     0.13     0.82    -1.49     1.52
    -1   -0.113    0.270     -1.422  0.010     0.05     0.67    -0.34     0.40
    -1   -0.260    0.483     -1.999  0.010    -0.09     1.09    -2.35     2.45
    -1   -0.014   -0.017     -0.059  0.010    -0.11     1.05    -2.34     2.45
 event,miss,iscat,jscat= 1 0 40 12
     1    0.387    0.100     -1.093  0.010    -0.28    -0.52    -0.31     0.37
     2    0.036   -0.126     -0.337  0.006     0.41     0.01    -1.21     1.36
     1    0.250   -0.073     -0.383  0.010     0.43    -0.34    -2.31     2.50
     2    0.173    0.047     -1.046  0.006     0.52    -0.39    -2.27     2.50
 event,miss,iscat,jscat= 1 0 94 39
     2    0.628   -0.279     -3.159  0.006    -0.80    -0.01    -0.99     1.01
     1   -0.195    0.268     -1.695  0.010    -0.31    -0.53    -0.28     0.33
     2    0.654   -0.101     -4.373  0.006    -0.51    -0.14    -2.45     2.50
     1   -0.221    0.090     -0.481  0.010    -0.55    -0.20    -2.41     2.50
 event,miss,iscat,jscat= 1 0 70 12
     1    0.148   -0.561     -1.763  0.010     0.26     0.12    -1.12     1.27
     2    0.173    0.047     -1.046  0.006     0.52    -0.39    -2.27     2.50
     1    0.356   -0.568     -2.076  0.010     0.39    -0.33    -2.56     2.78
     2   -0.035    0.054     -0.733  0.006     0.56    -0.38    -2.55     2.78
 event,miss,iscat,jscat= 1 0 121 93
    -1   -0.045    0.156     -0.648  0.010    -0.38    -0.31    -1.54     1.56
     1    0.646   -0.053     -4.390  0.010    -0.80     0.00    -0.95     0.96
    -1    0.570   -0.111     -2.957  0.010    -0.47     0.01    -2.86     2.92
     1    0.031    0.214     -2.081  0.010    -0.51    -0.02    -2.89     2.92
 event,miss,iscat,jscat= 1 0 146 99
     2   -0.007   -0.008     -0.007  0.006     0.22     0.73    -2.35     2.41
    -3    0.138    0.337     -0.885  0.199    -0.29    -0.42    -0.92     0.98
     2    0.055    0.103     -0.317  0.006    -0.07     0.37    -2.67     3.02
    -3    0.077    0.226     -0.576  0.199    -0.01     0.28    -2.76     3.02
 event,miss,iscat,jscat= 1 0 127 26
    -2    0.266   -0.105      0.721  0.006    -0.24    -0.62     1.76     1.78
     3   -0.046   -0.171      0.912  0.199     0.42    -0.36     0.21     0.27
    -2    0.151   -0.138      1.256  0.006     0.23    -0.81     3.05     3.16
     3    0.069   -0.138      0.377  0.199     0.28    -0.88     2.98     3.16
 event,miss,iscat,jscat= 1 0 126 84
     1   -0.393    0.087     -1.945  0.010     0.88    -0.57    -1.67     1.69
    -3    0.200   -0.157     -3.039  0.199     0.43    -0.37    -0.67     0.69
     1   -0.420    0.081     -2.858  0.010     0.59    -0.50    -3.12     3.17
    -3    0.227   -0.151     -2.125  0.199     0.60    -0.50    -3.14     3.17
 event,miss,iscat,jscat= 1 0 56 12
     2    0.224   -0.819     -2.270  0.006     0.09     0.57    -0.37     0.41
     2   -0.035    0.054     -0.733  0.006     0.56    -0.38    -2.55     2.78
     2   -0.178   -0.224     -1.381  0.006     0.35    -0.40    -3.07     3.29
     2    0.367   -0.541     -1.622  0.006     0.54    -0.34    -3.06     3.29
 event,miss,iscat,jscat= 1 0 153 149
    -1   -0.040    0.239     -1.545  0.010     1.18    -0.67    -3.27     3.27
     3    0.272    0.094     -3.071  0.199     1.10    -0.66    -2.65     2.66
    -1    0.040   -0.006     -0.039  0.010     1.17    -0.64    -3.46     3.47
     3    0.192    0.339     -4.577  0.199     1.17    -0.63    -3.46     3.47
 event,miss,iscat,jscat= 1 0 125 84
    -2   -0.230    0.098     -1.803  0.006     0.88    -0.57    -1.67     1.69
    -3    0.227   -0.151     -2.125  0.199     0.60    -0.50    -3.14     3.17
    -2    0.046    0.233     -1.505  0.006     0.65    -0.47    -3.45     3.49
    -3   -0.049   -0.285     -2.423  0.199     0.63    -0.52    -3.45     3.49
 event,miss,iscat,jscat= 1 0 151 71
     1   -0.004   -0.012     -0.001  0.010     0.60     1.12    -3.23     3.23
    -2    0.005    0.118     -0.275  0.006     0.33     0.19    -1.27     1.41
     1   -0.038    0.100     -0.163  0.010     0.52     0.93    -3.25     3.51
    -2    0.039    0.006     -0.113  0.006     0.36     1.02    -3.19     3.51
 event,miss,iscat,jscat= 1 0 153 102
    -1    0.040   -0.006     -0.039  0.010     1.17    -0.64    -3.46     3.47
    -3    0.017    0.244     -3.292  0.199     1.24    -0.68    -0.98     1.00
    -1   -0.038    0.003     -1.753  0.010     1.22    -0.65    -3.50     3.53
    -3    0.095    0.235     -1.577  0.199     1.26    -0.49    -3.50     3.53
 event,miss,iscat,jscat= 1 0 122 105
     1   -0.079    0.533     -3.313  0.010    -0.38    -0.31    -1.54     1.56
    -1   -0.466   -0.364     -3.409  0.010    -0.05     0.68    -1.10     1.11
     1   -0.743    0.383     -4.795  0.010    -0.46     0.23    -4.89     4.96
    -1    0.198   -0.215     -1.927  0.010    -0.56     0.27    -4.89     4.96
 event,miss,iscat,jscat= 1 0 131 95
     1   -0.184   -0.773     -9.705  0.010    -0.55     0.15    -1.90     1.90
     1    0.123   -0.089     -2.200  0.010    -0.80     0.00    -0.95     0.96
     1   -0.142   -0.739    -11.001  0.010    -0.61    -0.10    -5.02     5.03
     1    0.081   -0.123     -0.904  0.010    -0.57    -0.16    -5.01     5.03
 event,miss,iscat,jscat= 1 0 143 105
     1   -0.010    0.382     -2.290  0.010    -0.35    -0.57    -2.30     2.30
    -1    0.198   -0.215     -1.927  0.010    -0.56     0.27    -4.89     4.96
     1   -0.045   -0.063     -0.054  0.010    -0.37     0.12    -6.43     6.49
    -1    0.233    0.231     -4.163  0.010    -0.41     0.10    -6.41     6.49
 event,miss,iscat,jscat= 1 0 126 94
     1   -0.420    0.081     -2.858  0.010     0.59    -0.50    -3.12     3.17
     2    0.654   -0.101     -4.373  0.006    -0.51    -0.14    -2.45     2.50
     1   -0.270   -0.381     -3.315  0.010     0.08    -0.41    -6.59     6.69
     2    0.504    0.361     -3.916  0.006     0.11    -0.24    -6.59     6.69
 event,miss,iscat,jscat= 1 0 135 84
     3    0.330   -0.182     -2.389  0.199    -0.30    -0.69    -1.91     1.92
    -3   -0.049   -0.285     -2.423  0.199     0.63    -0.52    -3.45     3.49
     3    0.295   -0.137     -2.843  0.199     0.56    -1.16    -8.14     8.25
    -3   -0.015   -0.331     -1.969  0.199     0.53    -1.07    -8.16     8.25
 event,miss,iscat,jscat= 1 0 174 167
     2   -0.055    0.195     -3.684  0.006     0.16     1.11    -8.16     8.16
     2    0.166   -0.204    -10.869  0.006     0.20     1.21    -7.39     7.39
     2   -0.091    0.172     -3.530  0.006     0.15     1.15    -8.91     8.91
     2    0.203   -0.182    -11.023  0.006     0.22     1.18    -8.91     8.91
 event,miss,iscat,jscat= 1 0 179 154
     1    0.087    0.022     -1.783  0.010     1.11    -0.64    -9.35     9.35
    -2    0.191   -0.221    -12.178  0.006     1.18    -0.67    -3.27     3.27
     1    0.201   -0.181     -6.880  0.010     1.14    -0.64   -10.00    10.00
    -2    0.077   -0.017     -7.080  0.006     1.28    -0.79    -9.99    10.00
 event,miss,iscat,jscat= 1 0 180 175
    -2   -0.204    0.041     -2.901  0.006     0.55     1.17    -9.56     9.56
    -1    0.111   -0.107    -16.487  0.010     0.37     1.05    -8.83     8.83
    -2    0.125    0.175     -5.178  0.006     0.43     1.20   -11.17    11.18
    -1   -0.218   -0.241    -14.208  0.010     0.39     1.03   -11.17    11.18
 event,miss,iscat,jscat= 1 0 176 167
     1   -0.572   -0.133    -16.534  0.010     0.37     1.05    -8.83     8.83
     2    0.203   -0.182    -11.023  0.006     0.22     1.18    -8.91     8.91
     1   -0.407    0.128    -13.374  0.010     0.26     1.02   -12.05    12.05
     2    0.038   -0.443    -14.183  0.006     0.28     1.13   -12.05    12.05
 event,miss,iscat,jscat= 1 0 172 162
     1   -0.359   -0.154    -12.155  0.010     0.16     1.11    -8.16     8.16
    -2   -0.389    0.451    -13.272  0.006     0.05     0.77    -5.44     5.45
     1   -0.279    0.033    -17.065  0.010     0.00     1.04   -13.54    13.54
    -2   -0.469    0.265     -8.361  0.006    -0.19     1.04   -13.53    13.54
 event,miss,iscat,jscat= 1 0 178 154
     2    0.153   -0.165     -5.522  0.006     1.11    -0.64    -9.35     9.35
    -2    0.077   -0.017     -7.080  0.006     1.28    -0.79    -9.99    10.00
     2    0.149   -0.074     -3.452  0.006     1.29    -0.84   -16.05    16.05
    -2    0.080   -0.108     -9.151  0.006     1.35    -0.81   -16.05    16.05
 event,miss,iscat,jscat= 1 0 179 154
     1    0.201   -0.181     -6.880  0.010     1.14    -0.64   -10.00    10.00
    -2    0.080   -0.108     -9.151  0.006     1.35    -0.81   -16.05    16.05
     1    0.270   -0.298    -12.890  0.010     1.36    -0.83   -17.48    17.49
    -2    0.011    0.009     -3.141  0.006     1.36    -0.83   -17.48    17.49
 event,miss,iscat,jscat= 1 0 188 176
     1    0.033    0.289    -10.645  0.010    -0.60     0.56   -12.34    12.35
     1   -0.407    0.128    -13.374  0.010     0.26     1.02   -12.05    12.05
     1    0.071    0.113     -2.141  0.010    -0.52     1.25   -38.03    38.05
     1   -0.445    0.305    -21.877  0.010    -0.53     1.27   -38.03    38.05
